site,code,date,co,nox,no2,no,o3,so2,pm10,pm2.5,ws,wd,air_temp
London N. Kensington,KC1,2018-05-09 08:00:00,0.198509,56.49369,36.42489,13.08853,41.80992,1.90021,20.6,10.826,1.5,257.9,12.5
London N. Kensington,KC1,2018-05-09 09:00:00,0.207267,33.39259,25.74995,4.9844,61.8667,1.96808,14.05,7.807,1.9,246.7,14.9
London N. Kensington,KC1,2018-05-09 10:00:00,0.08174,21.56833,16.72982,3.15559,74.24004,1.56089,12.25,6.439,2.6,243.8,16
London N. Kensington,KC1,2018-05-09 11:00:00,0.108012,18.28381,15.0948,2.07982,71.8452,1.35729,12.125,6.509,3.3,249.9,16.7
London N. Kensington,KC1,2018-05-09 12:00:00,0.099255,13.74023,11.76084,1.29092,88.01037,1.01797,13.175,6.132,3.8,257.8,16.9
London N. Kensington,KC1,2018-05-09 13:00:00,0.096335,13.30229,11.48785,1.18335,93.64822,1.22156,12.45,5.896,3.9,262.3,16.4
London N. Kensington,KC1,2018-05-09 14:00:00,0.110932,13.41178,11.65232,1.14749,95.44435,1.28943,11.35,5.307,3.8,254.4,16
London N. Kensington,KC1,2018-05-09 15:00:00,0.08174,11.66004,10.28546,0.89647,94.94543,1.08583,9.475,4.41,3.9,256.6,14.8
London N. Kensington,KC1,2018-05-09 16:00:00,0.084658,14.50662,13.13204,0.89647,90.00607,1.76448,9.45,4.434,3.4,255.8,13.5
London N. Kensington,KC1,2018-05-09 17:00:00,0.099255,20.30926,18.82472,0.96819,71.64563,1.56089,13.3,5.802,3.2,256.2,12.4
London N. Kensington,KC1,2018-05-09 18:00:00,0.099255,22.66317,21.50852,0.75304,61.31788,1.90021,11.125,4.741,2.7,251,11.2
London N. Kensington,KC1,2018-05-09 19:00:00,0.102174,22.93688,22.2221,0.46617,57.8753,2.03594,9.85,4.528,2.6,244.1,10.7
London N. Kensington,KC1,2018-05-09 20:00:00,0.087578,19.65236,19.32246,0.21515,61.41767,1.56089,10.775,5.142,2.8,245.4,10.5
London N. Kensington,KC1,2018-05-09 21:00:00,0.096335,21.73255,21.23771,0.32273,55.231,1.35729,11.3,5.684,3,244.6,10.4
London N. Kensington,KC1,2018-05-09 22:00:00,0.099255,21.7873,21.4574,0.21515,50.04218,0.95011,13.075,6.085,2.8,221.6,10.4
London N. Kensington,KC1,2018-05-09 23:00:00,0.087578,16.25836,16.03843,0.14344,59.12261,1.08583,10.775,5.684,3.5,230.2,10.6
London N. Kensington,KC1,2018-05-10 00:00:00,0.116829,9.13782,8.99104,0.09572,69.71645,1.26867,8.875,5.708,3.1,264.1,10.8
London N. Kensington,KC1,2018-05-10 01:00:00,0.112934,8.33369,8.18691,0.09572,68.65208,0.90619,9.425,5.943,3,261.3,10.5
London N. Kensington,KC1,2018-05-10 02:00:00,0.131432,9.3754,9.21028,0.10769,63.56305,0.81557,8.325,5.472,3.3,260.9,10.1
London N. Kensington,KC1,2018-05-10 03:00:00,0.137273,9.92367,9.70351,0.14359,61.16821,1.08743,6.025,4.387,3.1,286.1,10.1
London N. Kensington,KC1,2018-05-10 04:00:00,0.140194,15.18705,14.63664,0.35897,55.38068,1.08743,5.25,3.892,4.2,313.2,9.4
London N. Kensington,KC1,2018-05-10 05:00:00,0.143115,22.25972,20.77362,0.96921,57.62584,1.01947,7.65,3.962,4.2,316.4,9.5
London N. Kensington,KC1,2018-05-10 06:00:00,0.195688,87.28441,26.84958,39.41457,49.2439,2.37875,11.45,5.731,4.4,318.6,10.4
London N. Kensington,KC1,2018-05-10 07:00:00,0.154798,25.71381,17.73289,5.20502,55.48046,0.74761,14.475,6.439,4.9,320.6,11.6
London N. Kensington,KC1,2018-05-10 08:00:00,0.137273,23.08212,15.59657,4.88195,61.76692,0.88354,12.475,6.439,5.3,316.9,12.7
London N. Kensington,KC1,2018-05-10 09:00:00,0.102225,24.01418,13.94171,6.5691,68.30283,1.1554,11.475,5.566,5.3,313.6,13.8
London N. Kensington,KC1,2018-05-10 10:00:00,0.099304,14.58395,10.67605,2.54867,76.88434,0.47575,10.575,4.976,5.3,311.3,14.5
London N. Kensington,KC1,2018-05-10 11:00:00,0.090542,11.89744,9.53068,1.54356,77.58284,0.74761,10.775,5.094,4.8,309.6,15
London N. Kensington,KC1,2018-05-10 12:00:00,0.087621,13.54224,10.45996,2.01022,83.27058,0.47575,11.45,5.047,4.9,310.5,15.4
London N. Kensington,KC1,2018-05-10 13:00:00,0.090542,12.61019,10.07831,1.65125,86.26413,0.33982,11.225,5.189,4.8,311.4,15.6
London N. Kensington,KC1,2018-05-10 14:00:00,0.090542,14.30982,10.01663,2.79994,88.90844,0.47575,9.35,4.387,4.4,313,15.7
London N. Kensington,KC1,2018-05-10 15:00:00,0.102225,12.99397,10.07681,1.90253,91.50285,0.27186,8,3.962,3.7,312.5,15.6
London N. Kensington,KC1,2018-05-10 16:00:00,0.073017,11.89744,9.36556,1.65125,94.4465,0.47575,7.725,4.033,3.1,286.2,14.2
London N. Kensington,KC1,2018-05-10 17:00:00,0.08178,13.54224,11.7259,1.18459,90.80435,0.47575,7.6,4.009,1.8,273.4,13.5
London N. Kensington,KC1,2018-05-10 18:00:00,0.093463,14.85809,14.08752,0.50255,87.46155,0.54372,7.225,3.844,1.4,240.5,12.7
London N. Kensington,KC1,2018-05-10 19:00:00,0.087621,20.01182,19.68157,0.21538,81.52435,0.54372,7.35,4.222,1.1,207.1,11
London N. Kensington,KC1,2018-05-10 20:00:00,0.134352,35.473,35.14275,0.21538,60.27014,0.61168,11.025,5.66,0.8,171.6,9.8
London N. Kensington,KC1,2018-05-10 21:00:00,0.181084,52.08555,50.98473,0.71793,45.45207,0.67964,11.675,6.651,1.3,170.5,8.9
London N. Kensington,KC1,2018-05-10 22:00:00,0.157719,35.63748,35.19715,0.28717,53.2353,0.9515,13.225,7.665,1.1,168.5,7.9
London N. Kensington,KC1,2018-05-10 23:00:00,0.143115,27.79723,27.41195,0.25128,50.34153,0.9515,13.6,8.42,1.4,194.9,7.2
London N. Kensington,KC1,2018-05-11 00:00:00,0.136367,33.97212,33.3844,0.3833,40.84533,0.99827,15.55,9.434,1.4,180.7,9.2
London N. Kensington,KC1,2018-05-11 01:00:00,0.128575,25.77195,25.33116,0.28748,45.16934,0.90752,15.775,9.599,2,180.7,8
London N. Kensington,KC1,2018-05-11 02:00:00,0.143186,29.48765,29.04686,0.28748,39.36518,0.88483,14.125,9.127,2,177.1,7
London N. Kensington,KC1,2018-05-11 03:00:00,0.143186,36.40655,35.80046,0.39528,37.07013,1.22516,13.825,8.844,1.9,174.6,6.3
London N. Kensington,KC1,2018-05-11 04:00:00,0.143186,36.90075,35.41309,0.97023,37.66884,1.49741,13.35,8.278,2.2,168.2,5.7
London N. Kensington,KC1,2018-05-11 05:00:00,0.111043,33.38639,29.47439,2.55134,48.09637,NA,12.95,7.901,2.5,163.7,6.8
London N. Kensington,KC1,2018-05-11 06:00:00,0.119809,37.77934,29.29415,5.5339,51.58885,1.29322,12.525,7.571,3,152.9,7
London N. Kensington,KC1,2018-05-11 07:00:00,0.105198,31.51939,23.80558,5.03082,63.96219,1.42935,13.425,8.137,3.7,154.4,10
London N. Kensington,KC1,2018-05-11 08:00:00,0.09351,24.05138,17.88033,4.02465,74.19015,1.63354,14.725,7.005,4.9,167.4,13.3
London N. Kensington,KC1,2018-05-11 09:00:00,0.090588,19.71335,14.80957,3.19816,80.02757,1.63354,14.55,6.698,5.3,170.4,14.9
London N. Kensington,KC1,2018-05-11 10:00:00,0.090588,16.19899,12.72778,2.26387,84.41811,1.49741,15.25,6.557,5.6,178.1,16.1
London N. Kensington,KC1,2018-05-11 11:00:00,0.073055,14.77128,11.79596,1.94046,87.1622,1.15709,13.7,5.896,5.7,177.9,16.5
London N. Kensington,KC1,2018-05-11 12:00:00,0.081821,14.66146,12.23712,1.58111,88.06026,0.9529,11.5,5.566,5.8,178.5,16.9
London N. Kensington,KC1,2018-05-11 13:00:00,0.075977,16.47355,13.77372,1.76079,89.05811,0.47645,12.275,5.566,5.8,176.5,16.7
London N. Kensington,KC1,2018-05-11 14:00:00,0.084743,21.03123,17.67022,2.192,88.06026,0.13613,12.125,5.59,5.6,180.6,16.2
London N. Kensington,KC1,2018-05-11 15:00:00,0.075977,16.63829,14.76493,1.22177,94.34672,0.74871,10.75,5.637,4.9,180.8,15
London N. Kensington,KC1,2018-05-11 16:00:00,0.096432,18.83476,17.0165,1.18584,90.40521,1.63354,12.025,6.109,3.7,170.4,14.2
London N. Kensington,KC1,2018-05-11 17:00:00,0.13442,27.89521,26.02186,1.22177,81.87359,1.08903,13.375,7.571,2.9,150.3,13.3
London N. Kensington,KC1,2018-05-11 18:00:00,0.154875,35.80251,34.03936,1.1499,75.43746,1.7016,15.4,8.703,2.9,133.6,12.1
London N. Kensington,KC1,2018-05-11 19:00:00,0.169485,37.83425,36.56698,0.82649,74.73897,1.7016,16.25,9.481,3.3,152.2,12
London N. Kensington,KC1,2018-05-11 20:00:00,0.172408,39.15214,38.10526,0.68275,70.09896,1.15709,17.05,10.142,3.5,164.5,12
London N. Kensington,KC1,2018-05-11 21:00:00,0.14903,32.06851,31.13183,0.61089,75.58714,1.76967,14.275,8.892,3.2,170.3,11.9
London N. Kensington,KC1,2018-05-11 22:00:00,0.125653,21.85491,21.35902,0.32341,80.22714,1.22516,13.375,8.184,2.5,174.3,10.7
London N. Kensington,KC1,2018-05-11 23:00:00,0.14903,24.65541,24.15952,0.32341,71.94499,1.42935,13.225,8.278,2.8,192.5,10.6
London N. Kensington,KC1,2018-05-12 00:00:00,0.105251,22.14537,21.8512,0.19185,71.51258,1.27239,12.5,8.019,1.8,199.2,10.4
London N. Kensington,KC1,2018-05-12 01:00:00,0.074065,15.83907,15.69199,0.09593,73.24219,1.36328,11.375,7.594,2.2,216,9.3
London N. Kensington,KC1,2018-05-12 02:00:00,0.087708,17.81895,17.70864,0.07194,60.22025,1.15879,10.95,7.665,1.9,236.2,8.4
London N. Kensington,KC1,2018-05-12 03:00:00,0.093556,21.17376,20.84282,0.21583,57.92519,0.7498,12.25,8.679,1.8,250,8.4
London N. Kensington,KC1,2018-05-12 04:00:00,0.084785,17.70896,17.21255,0.32375,55.58025,0.9543,13.375,9.175,1.5,247.8,8.2
London N. Kensington,KC1,2018-05-12 05:00:00,0.090633,22.43868,21.2804,0.75542,55.03143,0.81797,12.775,9.222,1.4,250.4,7.8
London N. Kensington,KC1,2018-05-12 06:00:00,0.081862,18.8089,16.60264,1.43888,56.62799,0.81797,15.15,11.344,1.2,253.5,7.7
London N. Kensington,KC1,2018-05-12 07:00:00,0.081862,14.95912,13.24927,1.11514,65.10971,1.29511,14.725,11.462,1.1,245.7,8.2
London N. Kensington,KC1,2018-05-12 08:00:00,0.090633,16.16905,14.23858,1.25902,65.00993,1.49961,13.825,10.071,1.5,245.6,9.5
London N. Kensington,KC1,2018-05-12 09:00:00,0.09648,18.42392,15.83157,1.69069,60.86885,1.77226,13.5,9.929,1.4,261.5,12.2
London N. Kensington,KC1,2018-05-12 10:00:00,0.102327,21.83372,17.8073,2.62596,61.01853,1.49961,12.85,9.08,1.8,236.7,14.5
London N. Kensington,KC1,2018-05-12 11:00:00,0.084785,17.15899,15.1182,1.33097,67.8538,1.56777,11.025,7.453,2.2,242.8,15.6
London N. Kensington,KC1,2018-05-12 12:00:00,0.102327,22.49368,20.01164,1.61875,64.76047,1.43144,10.05,6.722,2.5,231.1,15.6
London N. Kensington,KC1,2018-05-12 13:00:00,0.146182,38.99271,33.03581,3.88499,52.68648,1.29511,11.2,7.429,2.3,232,14.5
London N. Kensington,KC1,2018-05-12 14:00:00,0.143258,40.36763,36.17574,2.73388,48.09637,1.36328,9.725,7.099,2.2,258.6,14.6
London N. Kensington,KC1,2018-05-12 15:00:00,0.166647,45.31734,39.19497,3.9929,38.06798,1.43144,10.175,7.901,3.2,267,13.7
London N. Kensington,KC1,2018-05-12 16:00:00,0.157876,45.15235,41.51202,2.37416,40.11357,1.36328,8.925,7.217,2.8,272.6,12.7
London N. Kensington,KC1,2018-05-12 17:00:00,0.122793,25.68349,24.63552,0.68347,70.44821,1.02246,6.05,4.316,2.1,294.2,11.6
London N. Kensington,KC1,2018-05-12 18:00:00,0.166647,51.037,46.78996,2.76985,39.31529,0.9543,6.55,4.788,1.6,327,10.9
London N. Kensington,KC1,2018-05-12 19:00:00,0.154953,50.70703,49.2178,0.97125,33.87701,0.81797,7.4,5.684,1.7,10,10.5
London N. Kensington,KC1,2018-05-12 20:00:00,0.175418,42.84249,41.24295,1.04319,32.08088,1.22695,10.525,8.679,1.8,15.1,10.4
London N. Kensington,KC1,2018-05-12 21:00:00,0.154953,34.31799,32.77361,1.00722,44.80347,0.81797,10.025,8.278,1.3,342,10.4
London N. Kensington,KC1,2018-05-12 22:00:00,0.160799,36.95783,35.79954,0.75542,39.06583,1.09062,10.65,8.302,1.9,316.2,10.2
London N. Kensington,KC1,2018-05-12 23:00:00,0.143258,36.40786,35.8563,0.35972,35.274,1.63593,10.05,7.854,2.3,325.9,9.9
London N. Kensington,KC1,2018-05-13 00:00:00,0.159905,34.7382,34.22287,0.33609,31.53206,1.36527,13.825,10.826,2.2,262.3,8.3
London N. Kensington,KC1,2018-05-13 01:00:00,0.132604,26.73299,26.07042,0.43212,37.58568,1.27425,12.4,10.236,2.3,257.9,7.4
London N. Kensington,KC1,2018-05-13 02:00:00,0.131629,26.93496,26.3276,0.39611,32.03099,1.29701,10.125,7.689,2.3,268.4,7.2
London N. Kensington,KC1,2018-05-13 03:00:00,0.140404,25.88841,25.22583,0.43212,22.95055,0.88743,13.075,10.542,2.3,271.1,6.8
London N. Kensington,KC1,2018-05-13 04:00:00,0.152104,29.35855,27.75734,1.04428,12.82237,0.81916,15.125,12.123,2.2,274.3,6.3
London N. Kensington,KC1,2018-05-13 05:00:00,0.157955,36.57426,30.22462,4.14113,13.42108,1.27425,15.525,12.005,2,271.6,6
London N. Kensington,KC1,2018-05-13 06:00:00,0.163805,38.22671,27.45993,7.02191,16.56431,1.16048,16.95,12.335,1.9,270.6,6.1
London N. Kensington,KC1,2018-05-13 07:00:00,0.15503,33.10411,23.71768,6.12167,24.49722,1.43354,15.35,10.967,2.5,270.6,7.9
London N. Kensington,KC1,2018-05-13 08:00:00,0.157955,33.98542,23.71556,6.69782,29.58625,1.77486,12.875,9.222,2.3,275.2,10.7
London N. Kensington,KC1,2018-05-13 09:00:00,0.143329,25.66808,19.5393,3.99709,43.20691,2.79881,11.075,7.524,2.5,299.1,13.8
London N. Kensington,KC1,2018-05-13 10:00:00,0.105303,18.28713,14.36692,2.5567,60.5695,2.32096,10.075,6.297,2.7,300,15.4
London N. Kensington,KC1,2018-05-13 11:00:00,0.084827,14.10092,12.05799,1.33236,68.90154,1.63833,9.925,5.896,2.6,303.6,16.3
London N. Kensington,KC1,2018-05-13 12:00:00,0.111153,16.30419,12.82569,2.26862,70.89724,1.57006,9.2,6.085,2.7,316.3,16.8
London N. Kensington,KC1,2018-05-13 13:00:00,0.099453,16.19402,12.82595,2.1966,81.27488,1.36527,8.9,5.59,3,325.8,17
London N. Kensington,KC1,2018-05-13 14:00:00,0.081903,16.79992,12.82449,2.59271,86.41381,1.16048,8.975,5.66,3.1,327.6,17.1
London N. Kensington,KC1,2018-05-13 15:00:00,0.099453,12.72388,11.17788,1.00828,86.4637,0.34132,9.275,5.896,3.3,332.9,16.8
London N. Kensington,KC1,2018-05-13 16:00:00,0.114079,12.39339,11.12346,0.82823,91.20349,0.81916,8.9,6.203,3.2,338.4,16.4
London N. Kensington,KC1,2018-05-13 17:00:00,0.081903,13.27469,12.11519,0.75621,96.79145,0.47784,10.275,7.642,3.1,338.7,15.7
London N. Kensington,KC1,2018-05-13 18:00:00,0.146254,22.52842,21.53456,0.64818,85.11661,0.54611,15.5,12.217,2.1,330.2,14.4
London N. Kensington,KC1,2018-05-13 19:00:00,0.19013,35.96836,35.14015,0.54015,60.17036,0.54611,18.7,14.599,2.6,334.8,12.7
London N. Kensington,KC1,2018-05-13 20:00:00,0.269108,80.36422,72.24772,5.29344,18.26066,1.09222,21.55,17.335,2.6,335.7,11.7
London N. Kensington,KC1,2018-05-13 21:00:00,0.453388,129.44202,87.97611,27.04337,2.09549,2.11617,28.575,23.208,3.4,337.9,11.1
London N. Kensington,KC1,2018-05-13 22:00:00,0.386112,113.57849,85.91614,18.04091,2.89377,1.63833,28.5,23.326,3.9,347.9,10.3
London N. Kensington,KC1,2018-05-13 23:00:00,0.321759,95.89726,79.7747,10.51486,4.39054,1.5018,24.1,19.717,3.6,352.7,9.5
London N. Kensington,KC1,2018-05-14 00:00:00,0.30436,75.1002,66.10928,5.86373,19.75743,1.27612,19.95,15.448,2.7,340,9.8
London N. Kensington,KC1,2018-05-14 01:00:00,0.163887,25.818,25.22842,0.38451,52.15429,1.64072,12.95,9.764,2.8,352.3,8.8
London N. Kensington,KC1,2018-05-14 02:00:00,0.134621,18.64633,18.3147,0.21629,57.47616,1.36727,9.6,6.84,2.9,352,8.1
London N. Kensington,KC1,2018-05-14 03:00:00,0.117061,14.83983,14.56347,0.18024,58.37423,1.43563,7.475,4.906,2.9,352.9,7.5
London N. Kensington,KC1,2018-05-14 04:00:00,0.108282,20.3565,19.47214,0.57676,50.94024,1.16218,6.65,3.939,3.4,353.1,7.3
London N. Kensington,KC1,2018-05-14 05:00:00,0.122915,30.72783,26.52715,2.73961,43.15701,1.36727,7,4.623,4,3.1,9
London N. Kensington,KC1,2018-05-14 06:00:00,0.140475,45.78832,32.9652,8.36302,38.51701,2.39272,8.325,4.34,4.4,358.8,10.6
London N. Kensington,KC1,2018-05-14 07:00:00,0.149254,40.65782,27.8347,8.36302,50.84046,2.36993,26.775,6.557,4.6,3.8,12.5
London N. Kensington,KC1,2018-05-14 08:00:00,0.108282,29.56933,20.67052,5.80365,59.02283,2.11927,32.475,5.825,5.2,5.6,14.3
London N. Kensington,KC1,2018-05-14 09:00:00,0.079017,19.25316,14.05759,3.38847,68.75187,1.77745,10.9,2.547,5.5,6.9,15.7
London N. Kensington,KC1,2018-05-14 10:00:00,0.079017,18.867,13.56088,3.46056,73.94069,1.57236,20.075,4.057,5.7,9.2,16.8
London N. Kensington,KC1,2018-05-14 11:00:00,0.081943,16.10866,12.12907,2.59542,75.73682,1.70909,17.7,3.892,5.7,11.4,17.5
London N. Kensington,KC1,2018-05-14 12:00:00,0.105355,20.08066,11.62403,5.51527,80.27703,2.39272,8.25,3.066,5.9,13.5,18
London N. Kensington,KC1,2018-05-14 13:00:00,0.114135,17.81883,14.44723,2.1989,85.41596,2.66617,9.15,3.939,5.5,17,17.6
London N. Kensington,KC1,2018-05-14 14:00:00,0.140475,18.09466,14.72307,2.1989,91.70242,2.18763,12.625,5.472,5.5,17.8,17.3
London N. Kensington,KC1,2018-05-14 15:00:00,0.122915,20.0255,16.98553,1.98261,91.70242,1.43563,10.025,4.646,5.4,15.1,16.7
London N. Kensington,KC1,2018-05-14 16:00:00,0.111209,14.83983,12.85004,1.29771,95.54414,1.57236,7.325,3.561,4.3,14.2,15.8
London N. Kensington,KC1,2018-05-14 17:00:00,0.122915,16.93616,14.8911,1.33376,90.60478,1.84581,9.275,4.41,3.7,20.6,14.7
London N. Kensington,KC1,2018-05-14 18:00:00,0.128768,18.48083,16.82267,1.08143,86.66327,1.64072,8.65,4.175,3.1,24.7,13.5
London N. Kensington,KC1,2018-05-14 19:00:00,0.122915,17.92916,16.98954,0.61281,81.77381,1.84581,8.525,4.175,2.8,24.7,11.8
London N. Kensington,KC1,2018-05-14 20:00:00,0.125842,20.08066,19.52794,0.36048,75.73682,1.50399,6.75,3.561,3.4,16,10.9
London N. Kensington,KC1,2018-05-14 21:00:00,0.108282,21.45983,20.63075,0.54071,72.29423,0.82036,4.925,2.83,3.3,13.1,10.3
London N. Kensington,KC1,2018-05-14 22:00:00,0.111209,22.12183,21.51384,0.39652,66.45681,0.752,5.05,2.854,3.3,10.2,9.8
London N. Kensington,KC1,2018-05-14 23:00:00,0.105355,21.23916,20.90753,0.21629,66.70627,1.57236,5.175,2.854,3.5,3.6,9.5
London N. Kensington,KC1,2018-05-15 00:00:00,0.078081,19.37489,19.15357,0.14434,65.52548,1.7344,5.675,2.995,3.4,6,10
London N. Kensington,KC1,2018-05-15 01:00:00,0.074176,13.7024,13.18598,0.3368,67.58771,1.46055,4.6,2.877,3.4,5.7,9.1
London N. Kensington,KC1,2018-05-15 02:00:00,0.076128,12.65261,12.32064,0.21651,68.75187,1.71158,4.425,2.972,3.4,3.7,8.6
London N. Kensington,KC1,2018-05-15 03:00:00,0.081984,15.58095,15.19364,0.2526,65.95789,1.71158,4.675,2.948,3.1,359.8,8.2
London N. Kensington,KC1,2018-05-15 04:00:00,0.08784,22.3769,21.60228,0.50519,59.37208,1.50619,4.575,2.83,3.5,4.1,8.3
London N. Kensington,KC1,2018-05-15 05:00:00,0.108336,32.59844,29.44464,2.05686,54.13336,2.12236,5.9,3.373,3.9,6.6,10
London N. Kensington,KC1,2018-05-15 06:00:00,0.140545,43.262,33.46861,6.38708,56.82756,4.10779,6.725,3.42,3.8,8.8,11.7
London N. Kensington,KC1,2018-05-15 07:00:00,0.16104,36.24505,27.2816,5.8458,64.16176,4.4501,34,7.17,4.2,8.3,13.7
London N. Kensington,KC1,2018-05-15 08:00:00,0.1464,30.94089,23.02872,5.16019,73.54155,3.62854,11.45,4.458,4.4,8.9,15.7
London N. Kensington,KC1,2018-05-15 09:00:00,0.143473,25.85775,19.82679,3.93329,78.58069,3.01238,16.425,6.203,4.9,12.4,17.5
London N. Kensington,KC1,2018-05-15 10:00:00,0.152256,23.70293,18.55725,3.35592,83.22069,4.24471,48.5,10.943,4.9,12.6,18.6
