site,code,date,nox,no2,no,o3,so2,pm10,pm2.5,v10,v2.5,nv10,nv2.5,ws,wd,air_temp
London Bloomsbury,CLL2,2018-03-15 01:00:00,14.76913,12.09032,1.74707,59.33881,0.17908,6.8,4.6,2,3.7,4.8,0.9,5.8,145.7,8.2
London Bloomsbury,CLL2,2018-03-15 02:00:00,10.69306,9.09608,1.04153,60.46971,0.6044,8.8,6.2,3.2,4,5.6,2.2,5.8,155.3,8.4
London Bloomsbury,CLL2,2018-03-15 03:00:00,11.38123,9.88728,0.97433,57.97509,0.87302,8,5.9,1.9,1.9,6.1,4,5.1,158.2,8.6
London Bloomsbury,CLL2,2018-03-15 04:00:00,16.09253,14.341,1.14232,51.98799,0.94017,6.6,3.4,1,-0.4,5.6,3.8,4.8,165.8,8.9
London Bloomsbury,CLL2,2018-03-15 05:00:00,26.25623,23.78348,1.61268,43.05723,1.00733,4,-0.3,0.3,-2,3.7,1.7,4.1,170.4,9
London Bloomsbury,CLL2,2018-03-15 06:00:00,46.79538,39.48016,4.77086,35.87271,1.00733,5.4,-0.7,1.1,-2.3,4.3,1.6,3.8,172.2,9.1
London Bloomsbury,CLL2,2018-03-15 07:00:00,73.26335,56.88139,10.68404,21.9527,1.3431,4.4,2.3,-1,-2.7,5.4,5,3.7,172.1,8.8
London Bloomsbury,CLL2,2018-03-15 08:00:00,84.43283,62.74477,14.14459,18.95915,1.20879,NA,NA,NA,NA,NA,NA,3.2,170.3,9
London Bloomsbury,CLL2,2018-03-15 09:00:00,66.16993,53.65164,8.16422,29.18711,1.00733,NA,NA,NA,NA,NA,NA,3.7,173.2,9.8
London Bloomsbury,CLL2,2018-03-15 10:00:00,65.90525,50.50209,10.04568,33.02884,1.14164,10.2,NA,-5.1,NA,15.3,NA,3.7,180.6,10.8
London Bloomsbury,CLL2,2018-03-15 11:00:00,54.10054,40.39739,8.93696,45.55185,1.14164,14.7,4.1,-1.1,-5.5,15.8,9.6,4.1,176.5,12.3
London Bloomsbury,CLL2,2018-03-15 12:00:00,52.45952,39.47759,8.46659,48.84476,1.07448,9.3,3.5,-1.3,-4.6,10.6,8.1,4,174.8,11.9
London Bloomsbury,CLL2,2018-03-15 13:00:00,64.37011,51.38818,8.46659,40.11357,1.07448,11.6,5.2,0.4,-1.7,11.2,6.9,3.9,179,12.5
London Bloomsbury,CLL2,2018-03-15 14:00:00,61.56451,45.90377,10.21367,46.49981,1.07448,10.5,4.6,0,-2.6,10.5,7.2,4.2,178.6,12.6
London Bloomsbury,CLL2,2018-03-15 15:00:00,60.92927,43.00185,11.69196,48.69508,1.14164,13,6.1,1.2,-0.7,11.8,6.8,3.6,167.4,11.7
London Bloomsbury,CLL2,2018-03-15 16:00:00,51.50668,41.15204,6.75312,53.28519,1.14164,11.4,3.8,0.7,-2.3,10.7,6.1,3.3,154.6,10.5
London Bloomsbury,CLL2,2018-03-15 17:00:00,60.98221,48.25786,8.29861,45.50196,1.00733,10.6,3.7,0.4,-0.6,10.2,4.3,2.4,128,8.4
London Bloomsbury,CLL2,2018-03-15 18:00:00,76.91593,61.87338,9.8105,34.37593,0.73871,12.6,6.9,-0.3,-2.2,12.9,9.1,2.7,122.6,7.2
London Bloomsbury,CLL2,2018-03-15 19:00:00,76.75712,60.73577,10.44885,31.98109,0.26862,15.6,7.3,0.4,-1.3,15.2,8.6,3.3,118,7.3
London Bloomsbury,CLL2,2018-03-15 20:00:00,108.6775,72.20446,23.7871,21.00474,1.14164,24.7,11.6,0.1,-0.8,24.6,12.4,3.6,120.2,6.9
London Bloomsbury,CLL2,2018-03-15 21:00:00,151.18506,87.40876,41.59382,4.24086,2.55189,26.1,14.6,-0.5,0.2,26.6,14.4,3.7,124.2,7.8
London Bloomsbury,CLL2,2018-03-15 22:00:00,130.59298,78.97435,33.66479,8.18237,1.81319,20.6,12.9,1.6,0.5,19,12.4,3.7,129.7,8.3
London Bloomsbury,CLL2,2018-03-15 23:00:00,113.07118,70.21021,27.9532,5.83742,1.47741,22.6,13.8,1.3,-1.9,21.3,15.7,3.4,137.5,8.4
London Bloomsbury,CLL2,2018-03-16 00:00:00,123.06533,65.65511,37.44197,5.38839,3.94289,23.1,14.7,1.7,-0.7,21.4,15.4,2.6,135.6,7.2
London Bloomsbury,CLL2,2018-03-16 01:00:00,42.80379,37.38287,3.53544,32.33034,2.24028,16.3,11.6,2.4,0,13.9,11.6,2.6,157.4,8
London Bloomsbury,CLL2,2018-03-16 02:00:00,18.69347,17.24789,0.94278,63.96219,2.15066,9.2,4.2,1.9,0.5,7.3,3.7,3,193.5,8.5
London Bloomsbury,CLL2,2018-03-16 03:00:00,10.83371,9.90441,0.60608,73.04262,1.94904,14,5.2,1.3,0.2,12.7,5,3.6,217.2,8.6
London Bloomsbury,CLL2,2018-03-16 04:00:00,7.54112,6.86995,0.43772,74.4895,1.613,11.3,5.7,0.3,-0.1,11,5.8,3.9,230.1,8.4
London Bloomsbury,CLL2,2018-03-16 05:00:00,13.54214,12.40633,0.74076,66.90584,1.613,6.3,2.3,-1.6,-2.5,7.9,4.8,3.2,234.3,7.9
London Bloomsbury,CLL2,2018-03-16 06:00:00,28.78369,26.35718,1.58253,51.58885,1.88183,7.4,2.4,-3,-3.9,10.4,6.3,2.5,218.3,6.4
London Bloomsbury,CLL2,2018-03-16 07:00:00,37.22762,32.32297,3.19873,47.2482,1.27696,18.9,6.4,-1.3,-0.8,20.2,7.2,3,240.4,8.3
London Bloomsbury,CLL2,2018-03-16 08:00:00,38.18353,30.69749,4.88227,49.74282,1.613,24.3,9.3,-1.1,-1.3,25.4,10.6,3.4,244.5,10.1
London Bloomsbury,CLL2,2018-03-16 09:00:00,29.52718,21.88625,4.98328,59.47186,1.613,22.9,7.5,-1.2,0.3,24.1,7.2,3.5,244.2,11.6
London Bloomsbury,CLL2,2018-03-16 10:00:00,26.50012,21.13081,3.50177,61.26799,1.20975,26.4,7.4,0.2,-1.4,26.2,8.8,3.4,237,12.7
London Bloomsbury,CLL2,2018-03-16 11:00:00,21.24258,16.13142,3.33341,68.15316,1.07533,15.2,6.4,0.5,-0.7,14.7,7.1,3.1,223.8,13.4
London Bloomsbury,CLL2,2018-03-16 12:00:00,24.05722,19.46234,2.9967,65.30928,1.14254,19.4,8.7,0.4,0.7,19,8,2.9,210.5,13.8
London Bloomsbury,CLL2,2018-03-16 13:00:00,23.95101,17.03287,4.51189,67.45466,1.07533,15.7,8.2,0.3,0.4,15.4,7.8,3.5,187.6,13.7
London Bloomsbury,CLL2,2018-03-16 14:00:00,46.1495,29.93834,10.57264,60.5695,1.00813,18.1,6.7,0.4,-1,17.7,7.7,3.5,182.2,13
London Bloomsbury,CLL2,2018-03-16 15:00:00,59.79786,41.26344,12.08783,52.13766,1.20975,16.1,6.7,0.7,1.2,15.4,5.5,3.8,186.1,12
London Bloomsbury,CLL2,2018-03-16 16:00:00,31.81076,27.52565,2.79468,58.32433,0.73929,17,6.5,-0.6,-1.7,17.6,8.2,3.3,181.6,10.4
London Bloomsbury,CLL2,2018-03-16 17:00:00,65.48025,45.39699,13.09796,46.30024,1.20975,15.2,6.1,-1.5,-1,16.7,7.1,2,173.6,8.1
London Bloomsbury,CLL2,2018-03-16 18:00:00,73.97728,59.72798,9.29315,29.43658,0.94092,13.4,6.6,0.2,-1.8,13.2,8.4,2,140.4,6.4
London Bloomsbury,CLL2,2018-03-16 19:00:00,107.32812,79.24254,18.31694,16.51442,0.94092,18.6,10,0.1,1,18.5,9,2.2,130.4,6.4
London Bloomsbury,CLL2,2018-03-16 20:00:00,143.44051,88.19865,36.0278,6.6856,1.88183,27.8,18.2,-0.1,-1.4,27.9,19.6,2.9,98.7,5.7
London Bloomsbury,CLL2,2018-03-16 21:00:00,184.70421,94.14887,59.05866,2.89377,3.02437,35.3,20.8,-0.3,-1.4,35.6,22.2,3.5,92.3,5.4
London Bloomsbury,CLL2,2018-03-16 22:00:00,74.08349,50.64442,15.28656,22.75098,0.67208,30.2,14,2,2.7,28.2,11.3,3.6,94.7,6
London Bloomsbury,CLL2,2018-03-16 23:00:00,72.59651,48.38302,15.79162,27.44088,0.26883,29.1,12.5,1.7,2.9,27.4,9.6,4.1,87.5,6
London Bloomsbury,CLL2,2018-03-17 00:00:00,58.60464,39.42626,12.50781,27.075,1.07619,24.9,11.5,2.4,1.2,22.5,10.3,4.4,83.9,6.1
London Bloomsbury,CLL2,2018-03-17 01:00:00,54.02282,32.91281,13.76759,17.16302,1.21071,24,17.9,4.4,3.8,19.6,14.1,4.8,80.9,4.9
London Bloomsbury,CLL2,2018-03-17 02:00:00,42.94122,26.74653,10.5619,13.07184,0.60536,26.9,19.9,4.6,3.8,22.3,16.1,5.1,79.7,4
London Bloomsbury,CLL2,2018-03-17 03:00:00,27.38435,18.22633,5.9727,23.10023,0.47083,18.8,14.1,4.1,5.1,14.7,9,4.8,74.4,3.2
London Bloomsbury,CLL2,2018-03-17 04:00:00,18.38055,12.48216,3.84683,34.5755,0.53809,13.5,7.9,3.1,1.5,10.4,6.4,5.3,71.5,2.4
London Bloomsbury,CLL2,2018-03-17 05:00:00,25.67949,15.43492,6.68133,39.11572,0.60536,12.6,5.3,4.1,0.2,8.5,5.1,5.4,68.6,1.8
London Bloomsbury,CLL2,2018-03-17 06:00:00,26.42536,16.1808,6.68133,43.15701,0.53809,14.1,9.4,4.1,0.5,10,8.9,5.5,66.3,1.6
London Bloomsbury,CLL2,2018-03-17 07:00:00,33.24481,19.48192,8.97593,43.95529,0.53809,13.2,10.3,3.3,1.6,9.9,8.7,5.9,63.8,1.3
London Bloomsbury,CLL2,2018-03-17 08:00:00,42.62155,25.02988,11.47299,39.01594,0.80714,16.1,10.7,2.8,1.4,13.3,9.3,6.2,65.7,1.1
London Bloomsbury,CLL2,2018-03-17 09:00:00,45.55179,26.61487,12.35034,40.06368,0.60536,18.7,11.2,2.8,1.6,15.9,9.6,6.8,67.1,1.1
London Bloomsbury,CLL2,2018-03-17 10:00:00,46.88371,25.92892,13.66636,44.15486,0.53809,21.9,10.6,3.6,2.1,18.3,8.5,7,66,1.2
London Bloomsbury,CLL2,2018-03-17 11:00:00,37.56024,22.4521,9.85327,48.29594,0.67261,19.1,12.7,3.4,3.5,15.7,9.2,7.1,67.5,1.6
London Bloomsbury,CLL2,2018-03-17 12:00:00,40.59703,24.14364,10.73062,46.30024,0.8744,21.1,10,3.2,1.8,17.9,8.2,7.2,67.7,1.4
London Bloomsbury,CLL2,2018-03-17 13:00:00,38.25284,22.83426,10.05574,48.29594,0.60536,24.5,12,2.7,1.8,21.8,10.2,7.2,68.3,1
London Bloomsbury,CLL2,2018-03-17 14:00:00,37.93318,22.72156,9.92076,49.04433,0.73988,23.7,10,1.2,0.8,22.5,9.2,7.1,68.8,0.6
London Bloomsbury,CLL2,2018-03-17 15:00:00,45.01902,26.75472,11.91166,47.99659,0.60536,28.5,13.8,1.8,2.2,26.7,11.6,6.5,66.7,0.2
London Bloomsbury,CLL2,2018-03-17 16:00:00,46.77716,29.44418,11.30427,45.35228,1.00892,27.6,10,1.6,-1.4,26,11.4,5.8,64.1,-0.3
London Bloomsbury,CLL2,2018-03-17 17:00:00,50.77293,32.76733,11.74294,46.25035,0.8744,26.3,13.8,1,0.1,25.3,13.7,5.8,66.8,-0.4
London Bloomsbury,CLL2,2018-03-17 18:00:00,54.02282,35.86201,11.84418,43.20691,1.00892,24.4,12.3,0.8,1.1,23.6,11.2,6.1,71.7,-0.4
London Bloomsbury,CLL2,2018-03-17 19:00:00,48.90823,31.73048,11.20304,42.40863,1.00892,26.5,13.3,2.4,-2.1,24.1,15.4,6.1,74.7,-0.2
London Bloomsbury,CLL2,2018-03-17 20:00:00,44.27314,30.1998,9.17839,42.30884,0.94166,21.8,17.8,1.7,1,20.1,16.8,6.4,78.7,0
London Bloomsbury,CLL2,2018-03-17 21:00:00,42.35517,29.47186,8.40228,41.85981,0.8744,21.7,15.4,2.7,1.2,19,14.2,6.3,81.5,0.1
London Bloomsbury,CLL2,2018-03-17 22:00:00,46.6706,31.6142,9.81953,39.61465,1.07619,18.4,15.5,2.8,2,15.6,13.5,6.2,83.6,0.4
London Bloomsbury,CLL2,2018-03-17 23:00:00,43.58054,28.83458,9.61707,43.85551,0.94166,19,11.8,2.7,1.1,16.3,10.7,5.6,85.9,0.6
London Bloomsbury,CLL2,2018-03-18 00:00:00,43.54185,30.40588,8.56706,41.64361,1.3463,21.7,18.5,1.7,2.3,20,16.2,5.2,88.1,-0.6
London Bloomsbury,CLL2,2018-03-18 01:00:00,29.39609,20.89228,5.54604,47.8968,1.07704,27.5,16.1,2,1.1,25.5,15,5.7,90.9,-0.1
London Bloomsbury,CLL2,2018-03-18 02:00:00,32.60294,23.01022,6.25621,45.65164,1.14435,23.4,16,1.1,0.9,22.3,15.1,5.3,94.4,0.1
London Bloomsbury,CLL2,2018-03-18 03:00:00,29.55644,21.05262,5.54604,46.10067,1.27898,25.7,16.4,2.3,2.4,23.4,14,5.6,98.7,0.1
London Bloomsbury,CLL2,2018-03-18 04:00:00,40.08558,29.35211,7.00019,42.40863,1.3463,27.1,16.4,1.8,1.3,25.3,15.1,5.4,96.6,0.1
London Bloomsbury,CLL2,2018-03-18 05:00:00,35.596,24.81067,7.03401,45.60175,1.21167,27.3,18.5,2.5,1.2,24.8,17.3,5.6,95.9,0.1
London Bloomsbury,CLL2,2018-03-18 06:00:00,46.71306,31.57213,9.87466,41.01164,1.27898,29.1,16.2,1.6,-0.5,27.5,16.7,5.9,95.6,0.2
London Bloomsbury,CLL2,2018-03-18 07:00:00,46.60617,31.56894,9.80703,41.31099,1.27898,29.9,19.4,0.7,1.6,29.2,17.8,6.2,90.8,0.3
London Bloomsbury,CLL2,2018-03-18 08:00:00,47.94235,32.69771,9.9423,41.56045,0.94241,31.6,17.9,2.2,1.4,29.4,16.5,6.6,88.7,0.9
London Bloomsbury,CLL2,2018-03-18 09:00:00,35.97013,23.73293,7.98089,48.5953,0.87509,30.3,17,2.7,1,27.6,16,6.8,86.2,1.5
London Bloomsbury,CLL2,2018-03-18 10:00:00,41.42177,26.90306,9.46885,44.10497,0.87509,29,19.9,0.6,1.2,28.4,18.7,6.8,84.2,1.8
London Bloomsbury,CLL2,2018-03-18 11:00:00,46.65961,27.52603,12.4786,43.2568,0.87509,29.3,17.3,0.3,1.9,29,15.4,6.9,83.5,1.8
London Bloomsbury,CLL2,2018-03-18 12:00:00,45.26998,27.06975,11.86988,42.5583,1.07704,32.7,16.8,1.2,1.2,31.5,15.6,6.6,80.4,1.6
London Bloomsbury,CLL2,2018-03-18 13:00:00,52.1647,30.90517,13.86511,42.00949,0.94241,34,21.8,1.4,2.8,32.6,19,6.4,77.3,1.3
London Bloomsbury,CLL2,2018-03-18 14:00:00,51.36299,31.60718,12.8844,40.5626,1.14435,36.4,19.9,1.2,1,35.2,18.9,6.3,75.8,0.9
London Bloomsbury,CLL2,2018-03-18 15:00:00,49.81302,30.00535,12.91822,43.30669,0.87509,39.4,23,1.6,3.2,37.8,19.8,5.8,73.9,0.6
London Bloomsbury,CLL2,2018-03-18 16:00:00,51.41644,32.231,12.51242,41.31099,0.87509,37.8,21.8,0.8,1.4,37,20.4,5,70.6,0.2
London Bloomsbury,CLL2,2018-03-18 17:00:00,64.99209,43.83626,13.79747,32.67959,1.00972,35.8,23.2,1,1.6,34.8,21.6,4.9,72.6,0.2
London Bloomsbury,CLL2,2018-03-18 18:00:00,66.48862,46.05872,13.32403,32.92905,0.60583,34.8,20.2,1.4,1.3,33.4,18.9,5.3,76.9,0.4
London Bloomsbury,CLL2,2018-03-18 19:00:00,56.06636,38.90318,11.19354,38.36733,0.74046,34.5,19.8,0.9,1.5,33.6,18.3,4.9,77.6,0.7
London Bloomsbury,CLL2,2018-03-18 20:00:00,61.67835,42.44106,12.54623,35.62325,1.00972,33,18.4,2.4,0.8,30.6,17.6,4.6,80.2,0.9
London Bloomsbury,CLL2,2018-03-18 21:00:00,62.7473,45.42855,11.29499,32.82927,0.60583,32.3,20,2.2,2.2,30.1,17.8,4.4,75.4,1.1
London Bloomsbury,CLL2,2018-03-18 22:00:00,53.71468,39.87005,9.02923,36.82067,0.53852,29.1,19.2,2.3,1.2,26.8,18,4.3,69.4,0.9
London Bloomsbury,CLL2,2018-03-18 23:00:00,39.33732,30.21127,5.95185,44.95314,0.40389,23.6,18,2.4,3.2,21.2,14.8,4.5,69.1,0.8
London Bloomsbury,CLL2,2018-03-19 00:00:00,42.82286,32.01418,7.04924,42.64146,2.15578,25.2,17.3,4.7,4.5,20.5,12.8,3.1,60.8,-0.8
London Bloomsbury,CLL2,2018-03-19 01:00:00,28.36389,22.80365,3.62629,53.68433,1.97613,25,16.8,3.8,3.7,21.2,13.1,3.4,58.3,-0.7
London Bloomsbury,CLL2,2018-03-19 02:00:00,23.0021,17.90954,3.32128,58.87315,2.02104,25.3,14.1,3.5,3.6,21.8,10.5,3.5,58.1,-1
London Bloomsbury,CLL2,2018-03-19 03:00:00,20.85738,16.49233,2.84681,58.97294,1.81894,22.6,14.3,2.6,3.8,20,10.5,3.5,60.1,-1.4
London Bloomsbury,CLL2,2018-03-19 04:00:00,20.05311,15.58413,2.91459,61.46756,1.95367,22.1,14.5,1,4.3,21.1,10.2,3.4,56.1,-1.8
London Bloomsbury,CLL2,2018-03-19 05:00:00,31.6882,21.19131,6.8459,53.93379,1.95367,22.7,11.3,1.1,1.8,21.6,9.5,3.6,61.6,-1.7
London Bloomsbury,CLL2,2018-03-19 06:00:00,51.84855,33.14121,12.20061,43.00734,2.22315,22.5,11.5,0.6,2,21.9,9.5,3.5,60.4,-1.7
London Bloomsbury,CLL2,2018-03-19 07:00:00,70.56121,42.24037,18.47037,37.21981,2.55999,25,13.9,-0.1,0.9,25.1,13,4,66.2,-1
London Bloomsbury,CLL2,2018-03-19 08:00:00,65.4675,39.48509,16.94529,41.41078,2.29051,29.1,13.4,1.4,1.1,27.7,12.3,5.2,71.5,0.6
London Bloomsbury,CLL2,2018-03-19 09:00:00,71.63357,42.27343,19.14818,40.5626,2.08841,31.1,15.7,0.1,2.1,31,13.6,6.3,75.4,1.4
London Bloomsbury,CLL2,2018-03-19 10:00:00,77.20983,48.68114,18.60593,45.95099,2.15578,41.8,17.8,0.6,1.3,41.2,16.5,6.6,74.6,1.8
London Bloomsbury,CLL2,2018-03-19 11:00:00,77.85325,47.24596,19.96155,47.99659,1.95367,33.8,14.6,1.1,0.7,32.7,13.9,6.7,73.4,2.2
London Bloomsbury,CLL2,2018-03-19 12:00:00,68.25564,42.84483,16.5725,53.73422,2.08841,37,13.3,1.3,0.5,35.7,12.8,6.8,72.3,2.5
London Bloomsbury,CLL2,2018-03-19 13:00:00,63.0547,39.82641,15.14909,59.27229,2.49262,34.8,13.4,1.4,1.7,33.4,11.7,6.6,71.9,2.6
London Bloomsbury,CLL2,2018-03-19 14:00:00,57.80014,35.66312,14.43739,63.66283,2.62735,26.2,11.6,2,1.2,24.2,10.4,6.8,69.7,3.3
London Bloomsbury,CLL2,2018-03-19 15:00:00,60.55253,38.86587,14.14367,62.13279,1.97613,NA,NA,NA,NA,NA,NA,6.5,65.5,2.9
London Bloomsbury,CLL2,2018-03-19 16:00:00,57.80014,38.78101,12.40395,63.41337,1.95367,17.1,8.2,-1,-0.6,18.1,8.8,5.6,58.2,2
London Bloomsbury,CLL2,2018-03-19 17:00:00,46.00419,32.90905,8.54043,62.46541,1.54947,23,8,-0.3,-1.2,23.3,9.2,4.4,52.5,0.5
London Bloomsbury,CLL2,2018-03-19 18:00:00,56.94225,41.09298,10.33663,53.73422,1.27999,23.9,10,-0.2,-0.3,24.1,10.3,4.1,46,-0.3
London Bloomsbury,CLL2,2018-03-19 19:00:00,56.94225,41.97638,9.76049,54.98154,0.80842,22.8,10.4,-2.4,-0.2,25.2,10.6,4,50.4,-0.7
London Bloomsbury,CLL2,2018-03-19 20:00:00,67.02242,48.36705,12.16672,42.45852,0.71859,22.5,9.5,-1,-0.6,23.5,10.1,3.4,40,-1
London Bloomsbury,CLL2,2018-03-19 21:00:00,77.47792,53.88589,15.38633,34.87486,0.74105,20.9,8.6,-0.1,-0.8,21,9.4,3.3,36.6,-1.2
London Bloomsbury,CLL2,2018-03-19 22:00:00,70.29312,48.31199,14.33572,36.72088,0.47158,19.1,8.2,0.5,0.4,18.6,7.8,3.2,36.8,-1.3
London Bloomsbury,CLL2,2018-03-19 23:00:00,64.01982,44.89676,12.47173,39.36518,0.26947,18.8,6.3,0.9,0,17.9,6.3,2.8,39.1,-1.4
London Bloomsbury,CLL2,2018-03-20 00:00:00,49.70052,37.9658,7.65318,43.24017,1.97769,17.6,5.7,0.7,-0.2,16.9,5.9,2.1,22.3,-1.3
London Bloomsbury,CLL2,2018-03-20 01:00:00,49.00127,38.74207,6.69088,38.25092,1.7979,13.6,4.6,-0.2,0.6,13.8,4,2,2.7,-2.2
London Bloomsbury,CLL2,2018-03-20 02:00:00,39.74965,32.66716,4.61908,47.69723,1.61811,11.6,5.3,0.4,0.3,11.2,5,2.1,348.8,-2.7
London Bloomsbury,CLL2,2018-03-20 03:00:00,36.95266,29.34939,4.95872,51.33938,1.95522,12.2,3.6,0.3,-0.6,11.9,4.2,2.1,344.9,-1.9
London Bloomsbury,CLL2,2018-03-20 04:00:00,34.80112,26.31254,5.53611,47.64734,1.82038,8,4.2,-1.4,-0.1,9.4,4.3,2.4,339.3,-1.7
London Bloomsbury,CLL2,2018-03-20 05:00:00,48.57096,37.00983,7.53997,34.67529,1.75295,13,4.8,0,-0.9,13,5.7,3.3,0.4,0.1
London Bloomsbury,CLL2,2018-03-20 06:00:00,73.31364,50.45177,14.91012,24.94625,2.02264,16.8,5.8,0.1,-1.7,16.7,7.5,3.2,1.1,-0.1
London Bloomsbury,CLL2,2018-03-20 07:00:00,99.93892,61.34975,25.1672,22.70109,2.42717,13.7,5.9,-0.9,-0.2,14.6,6.1,3.8,9.2,1.2
London Bloomsbury,CLL2,2018-03-20 08:00:00,85.09331,53.01379,20.92172,31.08303,2.09006,13.6,7.3,0.2,-0.7,13.4,8,4.4,9.7,3
London Bloomsbury,CLL2,2018-03-20 09:00:00,84.82437,52.43238,21.1255,38.71658,2.15748,17.5,5.2,-1.5,-2.5,19,7.7,5.4,23.5,5.8
London Bloomsbury,CLL2,2018-03-20 10:00:00,95.58205,59.2322,23.70675,42.90755,1.82038,26.7,8.3,0.5,-0.2,26.2,8.5,5.9,32.5,6.6
London Bloomsbury,CLL2,2018-03-20 11:00:00,72.72197,44.91277,18.13669,54.28304,1.8878,36.2,7.7,1.5,-0.9,34.7,8.6,5.7,36.2,7.7
London Bloomsbury,CLL2,2018-03-20 12:00:00,72.77575,44.96656,18.13669,51.8882,2.15748,33.3,6.3,-0.4,-3.2,33.7,9.5,5.3,37.1,7.7
London Bloomsbury,CLL2,2018-03-20 13:00:00,68.63404,43.16832,16.60831,50.64089,2.09006,24.8,9.8,0.9,-0.4,23.9,10.2,5,33.4,7.4
London Bloomsbury,CLL2,2018-03-20 14:00:00,68.74162,44.21329,15.99696,49.49336,1.8878,26.3,6.6,0.8,-2,25.5,8.6,4.6,28.7,6.9
London Bloomsbury,CLL2,2018-03-20 15:00:00,75.08866,48.06062,17.62723,43.20691,1.82038,22.4,7.2,0.4,-0.4,22,7.6,3.7,35.8,6.3
London Bloomsbury,CLL2,2018-03-20 16:00:00,76.70231,51.60113,16.37057,41.21121,1.75295,24.2,6.9,0.6,-1.1,23.6,8,3,28.7,6.3
London Bloomsbury,CLL2,2018-03-20 17:00:00,82.45767,58.50219,15.62336,38.26755,1.55069,23.9,8.5,-1.1,0.6,25,7.9,2.3,7.1,4.1
London Bloomsbury,CLL2,2018-03-20 18:00:00,102.03666,75.21693,17.49137,21.45378,1.28101,24.7,10.8,-0.7,3.3,25.4,7.5,2.1,348.3,2.1
London Bloomsbury,CLL2,2018-03-20 19:00:00,111.77237,81.46347,19.76695,16.6641,1.55069,27.7,11.1,-0.2,1.6,27.9,9.5,2,340.8,0.7
London Bloomsbury,CLL2,2018-03-20 20:00:00,99.02451,72.1527,17.52534,23.44948,1.01132,24.9,11.4,0,1.7,24.9,9.7,1.9,336.5,-0.3
London Bloomsbury,CLL2,2018-03-20 21:00:00,94.99038,72.3889,14.7403,19.45808,0.80906,26.1,10.2,1.4,0.2,24.7,10,1.7,329.8,-1
London Bloomsbury,CLL2,2018-03-20 22:00:00,104.72609,77.85428,17.52534,14.26926,1.14616,22.2,7.1,1.4,-0.1,20.8,7.2,1.6,281.9,-1.7
London Bloomsbury,CLL2,2018-03-20 23:00:00,81.22054,67.6284,8.86456,21.15442,0.53937,21.4,9.3,2.1,1.2,19.3,8.1,2.1,258.8,-2.1
London Bloomsbury,CLL2,2018-03-21 00:00:00,56.11729,48.46284,4.99211,36.58783,0.17993,21.4,8.4,1.5,1.6,19.9,6.8,1.5,300,-0.4
London Bloomsbury,CLL2,2018-03-21 01:00:00,84.01406,69.87072,9.22405,16.03212,0.44983,19.7,6.6,-0.7,-0.6,20.4,7.2,1.6,289.3,-1.4
London Bloomsbury,CLL2,2018-03-21 02:00:00,69.06744,61.86529,4.69712,19.75743,0.33737,17.3,7.4,-1,0.4,18.3,7,1.7,269.3,-2.2
London Bloomsbury,CLL2,2018-03-21 03:00:00,48.07741,44.00663,2.65489,30.93335,0.2699,17.2,9.9,0.7,2.9,16.5,7,2.1,259.9,-2.7
London Bloomsbury,CLL2,2018-03-21 04:00:00,69.82286,60.68971,5.95649,13.72044,0.40485,16.7,9.2,1.8,2.2,14.9,7,2,239.9,-3.1
London Bloomsbury,CLL2,2018-03-21 05:00:00,116.38942,72.70685,28.48903,1.94581,1.34949,21.9,15.8,2.6,3.5,19.3,12.3,1.9,236.2,-3.4
London Bloomsbury,CLL2,2018-03-21 06:00:00,130.09499,70.33806,38.97245,2.19527,1.82181,24.1,13.6,2.4,2.2,21.7,11.4,1.8,246.7,-3
London Bloomsbury,CLL2,2018-03-21 07:00:00,219.39703,84.43509,88.01988,3.74194,3.981,29.7,20.3,2.2,1.6,27.5,18.7,1.4,285.3,-0.2
London Bloomsbury,CLL2,2018-03-21 08:00:00,253.87679,91.41101,105.95742,5.9871,4.85817,39.9,27.1,5.1,8.2,34.8,18.9,1.7,308.4,3
London Bloomsbury,CLL2,2018-03-21 09:00:00,179.57534,83.07703,62.93456,12.6727,5.26302,35.4,22.3,6.4,7.7,29,14.6,2.9,303.1,6.3
London Bloomsbury,CLL2,2018-03-21 10:00:00,103.43928,58.81729,29.1017,30.78367,3.57615,22.6,14.8,5.3,6.2,17.3,8.6,3.5,291.7,7.9
London Bloomsbury,CLL2,2018-03-21 11:00:00,107.59412,60.51923,30.70144,40.01379,3.10383,20.8,10.5,6,5.9,14.8,4.6,4.1,287.8,8.9
London Bloomsbury,CLL2,2018-03-21 12:00:00,109.48268,61.52057,31.28007,41.01164,2.83393,16.6,7.8,4.1,4.4,12.5,3.4,4.2,282.6,9.2
London Bloomsbury,CLL2,2018-03-21 13:00:00,105.16596,58.87392,30.19089,40.01379,2.36161,15.6,9.2,4.2,3.1,11.4,6.1,3.9,283.1,8.8
London Bloomsbury,CLL2,2018-03-21 14:00:00,100.2557,56.41656,28.59115,44.6039,2.22666,17.4,10.4,4.2,5.5,13.2,4.9,3.8,284.6,8.4
London Bloomsbury,CLL2,2018-03-21 15:00:00,93.78063,56.56955,24.26844,43.85551,2.42909,15.7,7.9,3.9,4.1,11.8,3.8,3.7,281.1,7.9
London Bloomsbury,CLL2,2018-03-21 16:00:00,109.3208,66.42107,27.97848,35.87271,2.49656,15.3,7.6,2,1.4,13.3,6.2,3.5,276.4,7.4
